bit|"{0: {'definition': 'rather; to some extent', 'examples': ['These trousers are a bit tight.', '‘Are you tired?’ ‘Yes, I am a bit.’', 'I was a bit disappointed by the film.', 'It costs a bit more than I wanted to spend.', 'The future looks a little bit brighter this morning.', 'I felt a wee bit guilty about it.', 'I can lend you fifty pounds, if you want. That should help a bit.'], 'extra_examples': [""I'm still just a bit confused."", 'He helped me a little bit in the afternoon.'], 'synonyms': ['a little'], 'labels': '(especially British English)', 'grammar': '[singular]', 'use': '(used as an adverb)', 'dis_g': []}, 1: {'definition': 'a short time or distance', 'examples': ['Wait a bit!', 'Can you move up a bit?', ' for a bit Greg thought for a bit before answering.', ' in a bit See you in a bit.'], 'extra_examples': [], 'synonyms': [], 'labels': '(especially British English)', 'grammar': '[singular]', 'use': [], 'dis_g': []}, 2: {'definition': 'a small amount or piece of something', 'examples': ['Here are some useful bits of information.', 'I have a bit of good news for you.', 'Let me give you a little bit of advice.', ""With a bit of luck, we'll be there by 12."", ""I've got a bit of shopping to do."", 'bits of paper/wood/plastic'], 'extra_examples': [""Here's a bit of news that may interest you."", 'Do you want a bit of pizza?', 'Can you save me a bit?', 'A big bit of plaster just fell down from the ceiling.', 'She tore the letter up and threw it on the floor. Marion stooped to pick up the bits.', ""I've bought a nice bit of fish for dinner."", ""I'm worried because bits keep falling off my car."", 'He managed to get odd bits of work, but no regular job.'], 'synonyms': [], 'labels': '(especially British English)', 'grammar': '[countable]', 'use': [], 'dis_g': []}, 3: {'definition': 'a part of something larger', 'examples': ['The best bit of the holiday was seeing the Grand Canyon.', 'I read it, but I missed out the boring bits.', ' bit about something I like the bit about owls in the first chapter.'], 'extra_examples': ['Listen to the interview again and pick out the bits you want to use in the article.', 'The school play was a huge success—the audience roared with laughter at all the funny bits.'], 'synonyms': [], 'labels': '(especially British English)', 'grammar': '[countable]', 'use': [], 'dis_g': []}, 4: {'definition': 'a large amount', 'examples': ['‘How much does he earn?’ ‘Quite a bit!’', 'It rained a fair bit during the night.', 'The new system will take a bit of getting used to (= it will take a long time to get used to).'], 'extra_examples': ['‘Has it been difficult for you at work?’ ‘Just a bit (= it has been very difficult).’', 'We made a good bit of progress.'], 'synonyms': [], 'labels': '(especially British English, informal)', 'grammar': '[singular]', 'use': [], 'dis_g': []}, 5: {'definition': 'the smallest unit of information used by a computer', 'examples': [], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': '[countable]', 'use': [], 'dis_g': []}, 6: {'definition': 'a metal bar that is put in a horse’s mouth so that the rider can control it', 'examples': [], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': '[countable]', 'use': [], 'dis_g': []}, 7: {'definition': 'a tool or part of a tool for drilling (= making) holes', 'examples': [], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': '[countable]', 'use': [], 'dis_g': []}, 8: {'definition': 'an amount of money equal to 12½ cents', 'examples': [], 'extra_examples': [], 'synonyms': [], 'labels': '(North American English, informal)', 'grammar': '[countable]', 'use': [], 'dis_g': []}, 9: {'definition': 'a person’s sexual organs', 'examples': [], 'extra_examples': [], 'synonyms': [], 'labels': '(British English, informal)', 'grammar': '[plural]', 'use': [], 'dis_g': []}}"|/bɪt/|/bɪt/|noun|a2
brother|"{0: {'definition': 'a boy or man who has the same mother and father as another person', 'examples': [""We're brothers."", ""He's my brother."", 'an older/younger brother', 'a twin brother', 'Does she have any brothers and sisters?', 'Edward was the youngest of the Kennedy brothers.', 'He was like a brother to me (= very close).', 'My son really wanted a little brother.', 'She is survived by her brothers.'], 'extra_examples': ['Bill idolizes his big brother, who is a professional footballer.', 'Do you have any brothers and sisters?', 'He married the wife of his late brother.', 'His old teacher greeted him like a long-lost brother.', 'She wrote daily to her beloved brother, Leo.', ""The boys are so close, they're like brothers.""], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 1: {'definition': 'used for talking to or talking about other male members of an organization or other men who have the same ideas, purpose, etc. as yourself', 'examples': ['We must work together, brothers!', 'We are all brothers in the fight against injustice.', 'He was greatly respected by his brother officers.', 'We must support our weaker brethren.'], 'extra_examples': [], 'synonyms': [], 'labels': 'old-fashioned', 'grammar': [], 'use': [], 'dis_g': []}, 2: {'definition': 'a male member of a religious group, especially a monk', 'examples': ['Brother Luke', 'The Brethren meet regularly for prayer.'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 3: {'definition': 'used by black people as a form of address for a black man', 'examples': [], 'extra_examples': [], 'synonyms': [], 'labels': '(North American English, informal)', 'grammar': [], 'use': [], 'dis_g': []}, 4: {'definition': '(in the US) a member of a fraternity (= a club for a group of male students at a college or university)', 'examples': [], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}}"|/ˈbrʌðər/|/ˈbrʌðə(r)/|noun|a1
buck|"{0: {'definition': 'a US, Australian or New Zealand dollar; a South African rand; an Indian rupee', 'examples': ['They cost ten bucks.', ""We're talking big bucks (= a lot of money) here.""], 'extra_examples': [], 'synonyms': [], 'labels': '(informal)', 'grammar': '[countable]', 'use': [], 'dis_g': []}, 1: {'definition': 'a male deer, hare or rabbit (also called a buck rabbit)', 'examples': [], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': '[countable]', 'use': [], 'dis_g': []}, 2: {'definition': 'a deer, whether male or female', 'examples': ['a herd of buck'], 'extra_examples': [], 'synonyms': [], 'labels': '(South African English)', 'grammar': '[countable]', 'use': [], 'dis_g': []}, 3: {'definition': 'a young man', 'examples': [], 'extra_examples': [], 'synonyms': [], 'labels': '(old use, informal)', 'grammar': '[countable]', 'use': [], 'dis_g': []}, 4: {'definition': 'used in some expressions to refer to the responsibility or blame for something', 'examples': ['It was my decision. The buck stops here (= nobody else can be blamed).', 'I was tempted to pass the buck (= make somebody else responsible).'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': '[singular]', 'use': [], 'dis_g': []}}"|/bʌk/|/bʌk/|noun|c1
budget|"{0: {'definition': 'the money that is available to a person or an organization and a plan of how it will be spent over a period of time', 'examples': ['an annual budget of £10 million ', 'a balanced budget (= one where the amount spent matches the amount available)', 'Many families struggle to balance the household budget.', 'to cut/slash a budget', 'the education/defence budget (= the amount of money that can be spent on this)', 'an advertising budget of $2 million', ""It's one of those big-budget Hollywood movies."", ' on a budget We decorated the house on a tight budget (= without much money to spend).', ' on/within budget The work was finished on time and within budget (= did not cost more money than was planned).', ' over budget They went over budget (= spent too much money).', ' under/below budget The project came in under budget.', ' in the budget Is there any money left in the budget?', 'The hospital now faces severe budget cuts.', 'a budget surplus/shortfall (= when there is more/less money than is needed)'], 'extra_examples': ['All his projects are on time and on budget.', 'Costs have been held below budget.', 'The project is now well over budget.', 'The company must not go over budget.', 'The IT department manages its own budget.', 'The organization has a large annual budget.', 'The budget for next year has not yet been set.', 'The city has drawn up its budget for next year.', 'Work out a weekly budget and stick to it.', 'They spent their entire budget on a new kitchen.', 'The school has a struggle to balance its budget.', ""The museum's operating budget for 2020 is just over $2 million."", 'This hotel caters for people on a tight budget.', 'The film was was made on a shoestring budget.', 'The government is planning to double the education budget.', 'The museum has an annual budget of £3 million with which to acquire new works of art.'], 'synonyms': [], 'labels': [], 'grammar': '[countable, uncountable]', 'use': [], 'dis_g': []}, 1: {'definition': 'an official statement by the government of a country’s income from taxes, etc. and how it will be spent', 'examples': [""Tax cuts are expected to be a major part of this year's Budget."", 'a budget deficit (= when the government spends more money than it earns)', 'The finance ministry is trying to reduce the budget deficit.', 'Military spending accounts for around 17% of the federal budget.'], 'extra_examples': [], 'synonyms': [], 'labels': 'British English also', 'grammar': '[countable, usually singular]', 'use': [], 'dis_g': []}}"|/ˈbʌdʒɪt/|/ˈbʌdʒɪt/|noun|b2
build|"{0: {'definition': 'to make something, especially a building, by putting parts together', 'examples': [' build (something) They have permission to build 200 new homes.', 'to build a plant/facility/structure', 'We build computer systems for large companies.', 'Robins build nests almost anywhere.', ""They don't have the money to build roads."", ""They're going to build on the site of the old power station."", ' be built from/of/out of something The houses are built out of local stone.', ' be built in something apartment blocks built in brick and concrete', ' build something for somebody They had a house built for them.', ' build somebody something David built us a shed in the back yard.'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': '[transitive, intransitive]', 'use': [], 'dis_g': []}, 1: {'definition': 'to create or develop something', 'examples': ['They are trying to build long-term relationships.', 'It is important to build a network of like-minded colleagues.', 'to build a community/society', 'We want to build a better life.', 'We focused on building the business one customer at a time. '], 'extra_examples': ['She has built a reputation as a hard-working judge.', ""She's built a new career for herself."", 'This information will help us build a picture of his attacker.'], 'synonyms': [], 'labels': [], 'grammar': '[transitive]', 'use': [], 'dis_g': []}, 2: {'definition': 'to become gradually stronger', 'examples': ['The tension and excitement built gradually all day.'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': '[intransitive]', 'use': [], 'dis_g': '(of a feeling)'}}"|/bɪld/|/bɪld/|verb|a1
building|"{0: {'definition': 'a structure such as a house or school that has a roof and walls', 'examples': ['a tall/high-rise/ten-storey building', 'Housing is limited and most people live in high-rise apartment buildings.', 'The architects have presented the design of a new office building.', 'the restoration of historic buildings', 'to design/construct/erect a building', 'The old industrial buildings have all been demolished.', 'In 2018 the building was converted into a house.'], 'extra_examples': ['Several new buildings are now being put up.', 'The building was gutted by fire.', ""The opera house is one of the city's landmark buildings."", 'The Blue Mosque at Isfahan is the most beautiful building I have ever seen.', 'Both architects specialize in the restoration of historic buildings.', ""They're renovating the old farm buildings."", 'The prices of commercial and residential buildings increased by 13.4%.', 'They were refused planning permission for a modern extension because it was a Grade II listed building.'], 'synonyms': [], 'labels': '(British English)', 'grammar': '[countable]', 'use': [], 'dis_g': []}, 1: {'definition': 'the process and work of building', 'examples': ['the building of the school', ""There's building work going on next door."", 'the building trade', 'building materials', 'building projects/regulations/codes'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': '[uncountable]', 'use': [], 'dis_g': []}}"|/ˈbɪldɪŋ/|/ˈbɪldɪŋ/|noun|a1
bus|"{0: {'definition': 'a large road vehicle that carries passengers, especially one that travels along a fixed route and stops regularly to let people get on and off', 'examples': [' by bus Shall we walk or go by bus?', ""I didn't want to get on the wrong bus."", 'Many students board the school bus before 7 a.m. ', ""He was seriously injured when the band's tour bus crashed."", 'I was going to catch the airport shuttle bus.', ' (US English) I ride the city bus every day.', 'a bus company/driver', 'A regular bus service connects the train station with the town centre.', ""He can't afford the bus fare into the city.""], 'extra_examples': ['I left work a bit late and had to run for my bus.', 'I missed the last bus and had to walk.', 'I waited 40 minutes for a bus.', 'Is this the bus for Oxford?', ""It's about 15 minutes away by bus."", 'Local buses run regularly to and from the campus.', 'Look up the bus schedule on the internet.', 'Look up the bus times in the local timetable.', 'The bus left the city, heading north.', 'The bus pulled up and we got on.', 'The buses stop outside the post office.', 'The double-decker bus stopped to pick up some more passengers.', 'There are regular buses to the beach.', 'We took the bus from Reading to Bristol.', 'a bus carrying 56 passengers', 'a four-hour bus journey over the mountains', 'a short bus journey to work', 'people travelling on buses', 'people who travel on buses', 'the bus from Charlottesville to Union Station', 'the bus into town', 'Have you got a bus timetable?', ""It's a short bus ride from here."", 'The map shows all the local bus routes.', 'There is a bus, the number 18, which stops outside the house.', 'When we go on a double-decker bus the children always want to sit upstairs.'], 'synonyms': [], 'labels': '(US English)', 'grammar': [], 'use': [], 'dis_g': []}, 1: {'definition': 'a set of wires that carries information from one part of a computer system to another', 'examples': [], 'extra_examples': [], 'synonyms': [], 'labels': '(computing)', 'grammar': [], 'use': [], 'dis_g': []}}"|/bʌs/|/bʌs/|noun|a1
business|"{0: {'definition': 'the activity of making, buying, selling or supplying goods or services for money', 'examples': [""It's been a pleasure to do business with you."", 'There will be some changes to the way we conduct business.', ' in business She has set up in business as a hairdresser.', 'When he left school, he went into business with his brother.', 'the music/entertainment/movie business', 'the insurance/banking business', 'the food/restaurant/hotel business', 'Retail is a tough business.', ' in the… business She works in the software business.', 'We need to concentrate on our core business (= the main thing that our business does).', 'business owners/leaders ', 'a business partner', 'the business community', 'business opportunities/interests/ventures', 'the business cycle/sector/world'], 'extra_examples': ['He argues that tax cuts will help business.', 'He spent his whole life in the insurance business.', 'He wore a business suit.', ""He's someone I can do business with."", ""I'm not going to talk business tonight."", 'It was purely a business decision.', ""It's good business practice to listen to your customers."", ""It's time to focus on the company's core business."", 'Nobody understands the music business better than him.', 'They developed a lasting business relationship.', ""We're not trying to educate—we're in the entertainment business."", 'What business are you in?', 'a conference of women business leaders', ""the city's main business district"", 'to protect business secrets', 'Falling prices are wreaking havoc in the oil business.', 'Going to trade fairs is a good way of developing business contacts.', 'She has business interests all over the world.', 'a business investment', 'They were both in the same line of business.'], 'synonyms': ['commerce', 'trade'], 'labels': [], 'grammar': '[uncountable, singular]', 'use': [], 'dis_g': []}, 1: {'definition': 'work that is part of your job', 'examples': ['Is the trip to Rome for business or pleasure?', 'a business trip/meeting/lunch', 'business travel/travellers', "" on business He's away on business.""], 'extra_examples': ['The average business trip lasts 2.5 days.', 'When I travel abroad I like to mix business with pleasure.', 'It was not his habit to discuss his business affairs with strangers.', ""I'm going to Paris on business."", 'Meals are considered a business expense.', ""The restaurant is every executive's favourite place for a business lunch.""], 'synonyms': [], 'labels': [], 'grammar': '[uncountable]', 'use': [], 'dis_g': []}, 2: {'definition': 'the amount of work done by a company, etc.; the rate or quality of this work', 'examples': ['Business is booming.', 'Business was bad.', 'Her job was to drum up (= increase) business.', ""How's business?"", 'Uncertainty is bad for business.', 'to be good for business', 'If we close down for repairs, we’ll lose business.'], 'extra_examples': ['After a slack period business is now picking up.', 'Business has slowed considerably in recent months.', 'Business is booming for estate agents in the south as the property market hots up.', 'Business is booming for the big pharmaceutical companies.', 'Business was brisk and they had sold out by midday.', 'Cheap imports are hurting business for domestic producers.', 'insurance salesmen touting for business', 'Stores are doing brisk business in wizard accessories and vampire kits.', ""They're doing good business in Asia."", ""She's in Europe drumming up business for her new company."", 'Supermarkets are doing more online business.', 'a company that has ceased to carry on business', 'We took on temporary staff to handle the extra business.', ""They've cut their rates to attract new business."", ""We're losing business to our main rivals."", 'Our repeat business (= customers who come back to buy from us again) is 50% or higher.'], 'synonyms': [], 'labels': [], 'grammar': '[uncountable]', 'use': [], 'dis_g': []}, 3: {'definition': 'a commercial organization such as a company, shop or factory', 'examples': ['an organization that represents small businesses', 'She works in the family business.', 'We try to support local businesses.', 'a successful/profitable business', 'a retail/an online business', 'to run/start a business', 'to grow/expand/build a business', 'He wanted to expand the export side of the business.', ""We're looking for new business premises.""], 'extra_examples': ['After leaving school she entered the family business.', 'After six months the business really took off.', 'He left the department to start his own business.', 'He owns a management consulting business based in Santa Barbara.', 'It was always my dream to run my own business.', 'She had her own hairdressing business.', 'She runs a successful online business.', 'The business is expanding fast.', 'The family owns a booming construction business.', 'These laws make life more difficult for legitimate businesses.', 'They decided to start their own business.', 'Traditional businesses are having to compete with the internet.', 'We built up the business from nothing.', 'loans for people to start new businesses', 'Almost all businesses will be closed on Christmas Day.', ""I've decided to start my own business."", 'This legislation will hurt small businesses.', 'We are looking to grow the business over the next couple of years.', ""They've got a small catering business.""], 'synonyms': [], 'labels': [], 'grammar': '[countable]', 'use': [], 'dis_g': []}, 4: {'definition': 'something that a particular person or organization is responsible for', 'examples': ['It is the business of the police to protect the community.', 'I shall make it my business to find out who is responsible.', 'My private life is none of your business (= not something that you need to know about).', ""It's no business of hers who I invite to the party."", 'Keep your nose out of my business!'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': '[uncountable]', 'use': [], 'dis_g': []}, 5: {'definition': 'important matters that need to be dealt with or discussed', 'examples': ['He has some unfinished business to deal with.', 'the main business of the meeting', ' business of doing something They should leave the business of making policy to the experts.'], 'extra_examples': [""This isn't a social call—I've come on official business."", 'We have some unfinished business to discuss.', 'Jack and I finished our business early, so we went to lunch.', 'He needs time and space to get on with the real business of writing.'], 'synonyms': [], 'labels': [], 'grammar': '[uncountable]', 'use': [], 'dis_g': []}, 6: {'definition': 'a matter, an event or a situation', 'examples': ['That plane crash was a terrible business.', 'I found the whole business very depressing.', ""The business of the missing tickets hasn't been sorted out.""], 'extra_examples': ['Having fun is a serious business.', 'Changing your life can be a risky business.', ""It was a bad business—he couldn't work for months."", ""I'll be glad when the whole business is over and done with."", ""I'm just glad to be out of the whole dirty business.""], 'synonyms': [], 'labels': [], 'grammar': '[singular]', 'use': '(usually with an adjective)', 'dis_g': []}, 7: {'definition': 'the fact of a person or people buying goods or services at a shop or business', 'examples': [""We're grateful for your business.""], 'extra_examples': [], 'synonyms': [], 'labels': '(especially North American English)', 'grammar': '[uncountable]', 'use': [], 'dis_g': []}}"|/ˈbɪznəs/|/ˈbɪznəs/|noun|a1
busy|"{0: {'definition': 'having a lot to do; perhaps not free to do something else because you are working on something', 'examples': ['Are you busy tonight?', ""I'm afraid the doctor is busy at the moment. Can he call you back?"", 'The principal is a very busy woman.', ""I'll be too busy to come to the meeting."", 'She was always too busy to listen.', ""I've got enough work to keep you busy.""], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 1: {'definition': 'giving all your attention and effort to a particular activity', 'examples': [' busy doing something James is busy practising for the school concert.', 'They were busy enjoying themselves at the party.', "" busy with something/somebody Kate's busy with her homework."", ""Let's get busy with the clearing up.""], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 2: {'definition': 'full of work and activity', 'examples': ['Have you had a busy day?', 'I have a very busy schedule.', 'This is one of the busiest times of the year for the department.', ""We've got a busy week ahead of us."", 'We had a busy weekend lined up.', 'a very busy life ', 'Things are getting really busy now.'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 3: {'definition': 'full of people, activity, vehicles, etc.', 'examples': ['a busy road/street', 'The place gets very busy at lunchtimes.', 'We have to cross a busy main road to get to school.', ""Victoria is one of London's busiest stations.""], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 4: {'definition': 'being used', 'examples': [""The line is busy—I'll try again later."", 'the busy signal'], 'extra_examples': [], 'synonyms': ['engaged'], 'labels': '(especially North American English)', 'grammar': [], 'use': [], 'dis_g': []}, 5: {'definition': 'too full of small details', 'examples': ['This wallpaper is too busy for the bedroom.'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}}"|/ˈbɪzi/|/ˈbɪzi/|adjective|a1
but|"{0: {'definition': 'used to introduce a word or phrase that contrasts with what was said before', 'examples': [""I got it wrong. It wasn't the red one but the blue one."", ""His mother won't be there, but his father might."", ""It isn't that he lied exactly, but he does tend to exaggerate.""], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 1: {'definition': 'however; despite this', 'examples': [""I'd asked everybody but only two people came."", 'By the end of the day we were tired but happy.'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 2: {'definition': 'used when you are saying sorry about something', 'examples': [""I'm sorry but I can't stay any longer.""], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 3: {'definition': 'used to introduce a statement that shows that you are surprised or annoyed, or that you disagree', 'examples': [""But that's not possible!"", ""‘Here's the money I owe you.’ ‘But that's not right—it was only £10.’""], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 4: {'definition': 'except', 'examples': ['I had no choice but to sign the contract.'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 5: {'definition': 'used before repeating a word in order to emphasize it', 'examples': ['Nothing, but nothing would make him change his mind.'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 6: {'definition': 'used to emphasize that something is always true', 'examples': ['She never passed her old home but she thought of the happy years she had spent there (= she always thought of them).'], 'extra_examples': [], 'synonyms': [], 'labels': '(literary)', 'grammar': [], 'use': [], 'dis_g': []}}"|/bət/, strong form  /bʌt/|/bət/, strong form  /bʌt/|conjunction|a1
buy|"{0: {'definition': 'to obtain something by paying money for it', 'examples': [' buy (something) Where did you buy that dress?', 'She had no money to buy a ticket.', ""They can't afford to buy school books."", ""If you're thinking of getting a new car, now is a good time to buy."", ' buy something from somebody/something I bought it from a friend for £10.', ' buy something off somebody/something (informal) She bought it off eBay for $50.', ' buy somebody something He bought me a new coat.', ' buy something for somebody He bought a new coat for me.', ' buy something + adv./prep. I bought my car second-hand.', 'They buy all their groceries in bulk .', "" + adv./prep. It's generally cheaper if you buy online."", 'They make their money by buying cheap and selling dear.'], 'extra_examples': ['He bought a car for his daughter.', 'I bought it for $25.', 'I bought some books from a friend.', ""I can't afford to buy a new car."", 'Old bicycles can be bought quite cheaply.', 'She makes her living buying and selling antiques.', 'Was the produce imported or bought locally?', 'We can afford to buy enough paint to do the whole house.', 'Young people are very comfortable buying online.'], 'synonyms': [], 'labels': '(informal)', 'grammar': '[transitive, intransitive]', 'use': [], 'dis_g': []}, 1: {'definition': 'to be enough to pay for something', 'examples': ['He gave his children the best education that money can buy.', ""Five pounds doesn't buy much nowadays."", ""There are some things money can't buy.""], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': '[transitive]', 'use': [], 'dis_g': '(of money)'}, 2: {'definition': 'to persuade somebody to do something dishonest in return for money', 'examples': [""He can't be bought (= he's too honest to accept money in this way).""], 'extra_examples': [], 'synonyms': ['bribe'], 'labels': [], 'grammar': '[transitive]', 'use': [], 'dis_g': []}, 3: {'definition': 'to obtain something by losing something else of great value', 'examples': ['Her fame was bought at the expense of her marriage.'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': '[transitive, usually passive]', 'use': [], 'dis_g': []}, 4: {'definition': 'to believe that something is true, especially something that is not very likely', 'examples': [""You could say you were ill but I don't think they'd buy it (= accept the explanation).""], 'extra_examples': [], 'synonyms': [], 'labels': '(informal)', 'grammar': '[transitive]', 'use': [], 'dis_g': []}}"|/baɪ/|/baɪ/|verb|a1
by|"{0: {'definition': 'used for showing how or in what way something is done', 'examples': ['The house is heated by gas.', 'May I pay by credit card?', 'I will contact you by letter.', 'to travel by boat/bus/car/plane', 'to travel by air/land/sea', 'Switch it on by pressing this button.'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 1: {'definition': 'near somebody/something; at the side of somebody/something; next to somebody/something', 'examples': ['a house by the river', 'The telephone is by the window.', 'Come and sit by me.'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 2: {'definition': 'used, usually after a passive verb, to show who or what does, creates or causes something', 'examples': ['He was knocked down by a bus.', 'a play by Ibsen', ""Who's that book by?"", 'I was frightened by the noise.'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 3: {'definition': 'not later than the time mentioned; before', 'examples': [""Can you finish the work by five o'clock?"", ""I'll have it done by tomorrow."", ""By this time next week we'll be in New York."", 'He ought to have arrived by now/by this time.', 'By the time (that) this letter reaches you I will have left the country.'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 4: {'definition': 'used before particular nouns without the, to say that something happens as a result of something', 'examples': ['They met by chance.', 'I did it by mistake.', ""The coroner's verdict was ‘death by misadventure’.""], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 5: {'definition': 'used to show the degree or amount of something', 'examples': ['The bullet missed him by two inches.', 'House prices went up by 10%.', 'It would be better by far (= much better) to…'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 6: {'definition': 'during something; in a particular situation', 'examples': ['to travel by day/night', 'We had to work by candlelight.'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 7: {'definition': 'from what something shows or says; according to something', 'examples': [""By my watch it is two o'clock."", 'I could tell by the look on her face that something terrible had happened.', 'By law, you are a child until you are 18.'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 8: {'definition': 'past somebody/something', 'examples': ['He walked by me without speaking.'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 9: {'definition': 'used to show the part of somebody/something that somebody touches, holds, etc.', 'examples': ['I took him by the hand.', 'She seized her by the hair.', 'Pick it up by the handle!'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 10: {'definition': 'used with the to show the period or quantity used for buying, selling or measuring something', 'examples': ['We rented the car by the day.', ""They're paid by the hour."", 'We only sell it by the metre.'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 11: {'definition': 'used to state the rate at which something happens', 'examples': [""They're improving day by day."", ""We'll do it bit by bit."", 'It was getting worse by the minute (= very fast).', 'The children came in two by two (= in groups of two).'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 12: {'definition': 'used to show the measurements of something', 'examples': ['The room measures fifteen feet by twenty feet.'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 13: {'definition': 'used when multiplying or dividing', 'examples': ['6 multiplied by 2 equals 12.', '6 divided by 2 equals 3.'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 14: {'definition': 'used for giving more information about where somebody comes from, what somebody does, etc.', 'examples': [""He's German by birth."", ""They're both doctors by profession.""], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}, 15: {'definition': 'used when swearing to mean ‘in the name of’', 'examples': ['I swear by Almighty God…'], 'extra_examples': [], 'synonyms': [], 'labels': [], 'grammar': [], 'use': [], 'dis_g': []}}"|/baɪ/|/baɪ/|preposition|a1
